이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,키워드
김가네곱창구이전문,"곱창,막창",4.9,137,"""서울 구로구 도림로 93 (지번) 구로동 148-10""",37.49095307,126.8934036,02-867-0445,"모둠곱창(1인) (25,000원), 막창(1인) (25,000원), 대창(1인) (25,000원), 순곱창(1인) (27,000원), 마늘곱창(1인) (29,000원), 벌양(1인) (25,000원), 염통(1인) (20,000원), 삼겹살(1인) (16,000원)",영업시간 월~토 14:00 ~ 01:00,"친절한,고소한,신선한,맛있는,한우,소곱창,소곱창구이,염통,곱창막창대창,신선한,싱싱한,단골집,산후조리,접근성"
태경소곱창,"곱창,막창",4.7,151,"""서울 구로구 새말로 102 포스빌 지하 1층 (지번) 구로동 26""",37.50554722,126.891336,02-860-8609,"소곱창구이 (250g) (29,000원), 모듬구이 (250g) (29,000원), 막창구이 (250g) (29,000원), 대창구이 (250g) (29,000원)",영업시간 월~토 16:00 ~ 23:00,"편하게,맛있는,친절한,신선한,고소한,모듬구이,볶음밥,대창,막창구이,안주,단체모임,술한잔,평일저녁,소주,단골집"
미소장어,장어,4.9,168,"""서울 구로구 디지털로32나길 17-8 2층 (지번) 구로동 1124-55""",37.48423849,126.9001046,02-6397-3382,"자포니카 민물 장어덮밥 (23,000원), 스테이크덮밥 (19,000원), 통장어탕 밥드립니다. (19,000원), 갈비탕 (19,000원), 자포니카 민물장어덮밥（특） (32,000원), 통장어탕（특）밥드립니다. (28,000원), 공기밥 (1,000원), 콜라 (2,000원), 제로콜라 (2,000원), 사이다 (2,000원), 토닉워터 (2,000원)",영업시간 매일 11:30 ~ 23:30,"친절한,신선한,맛있는,편하게,다양한,장어,장어탕,갯벌장어,장어탕,장어구이단체모임,어버이날,단골,보약"
우돈생고기,"육류,고기",5,104,"""서울 구로구 개봉로2길 81 1층 (지번) 개봉동 276-14""",37.48850444,126.859491,02-6012-4193,"한우등심(150g) (37,000원), 한우차돌박이(150g) (23,000원), 소갈비살(150g) (17,000원), 한우육회비빔밥 (12,000원), 한우된장찌개 (10,000원), 생오겹살(200g) (17,000원), 생목살(200g) (17,000원), 생항정살(200g) (18,000원), 돼지왕갈비(1대) (15,000원)",영업시간 월~금 15:30 ~ 23:00,"친절한,신선한,깔끔하고,한우,육회,생오겹살,소고기,항정살,싱싱한,신선한,접근성,외식,단체모임"
리콰이어커피,카페,4.5,196,"""서울 구로구 고척로19길 2 1, 2층 (지번) 개봉동 67-16""",37.501648,126.845688,070-4524-0910,"매콤크림파스타 (13,900원), 휘낭시에 , 스콘 , 미니구겔호프 , 바스크치즈케이크, 크림쑥라떼 (5,500원), 아이스아메리카노 (고소,디카페인) (3,800원), 페페로니 또띠아피자 (16,900원), 콘치즈 또띠아피자 (16,900원), 샐러드 또띠아피자 (17,900원), 김치볶음밥 (12,900원), 리코타치즈 샐러드 (10,900원), 리콰이어 브렉퍼스트 (12,900원), 라구파스타 (13,900원), AC 퍼치스 티 (5,000원), 자몽 에이드 (5,000원), 레몬 에이드 (5,000원), 블루베리 에이드 (5,000원), 크림바닐라 (5,500원), 쏠티드캐러멜라떼 (5,500원), 아인슈페너 (5,000원), 연유","월요일 휴무, 화~금 9:00 ~ 20:00 토,일 10:30 ~ 17:00","맛있는,다양한,프라이빗한,친절한,예쁜,디저트,크림파스타,쑥라떼,아이스아메리카노,휘낭시에,스터디,노트북,단골,쇼파,데이트코스"
양원집 구로디지털단지점,"육류,고기",5,474,"""서울 구로구 디지털로32길 87 (지번) 구로동 1124-23""",37.48326406,126.9001135,010-5835-5761,"램마호크 (17,000원), 램스테이크 (17,000원), 숙성 양갈비살 (16,000원), 구워먹는 치즈 (6,000원), 2인 양원세트 (64,000원), 4인 양원세트 (112,000원)",영업시간 월~토 16:00 ~ 23:00,"다양한,적당한,편하게,최상급,이색적인,양고기,양갈비,오뎅탕,양등심,단체모임,회식장소,데이트코스,접근성,저녁식사"
철길부산집 신도림점,일본식주점,4.1,20,"""서울 구로구 공원로6나길 35-4 1층 (지번)구로동 29-23""",37.504641,126.891617,0507-1366-9531,"어묵 2인 모둠 (17,000원), 소고기 타다끼 (20,000원), 부산집 한우 육회 (20,000원), 육회 물회 (20,000원), 숙성 연어 사시미 (29,000원), 야끼소바 (18,000원), 브라운치즈 감자샐러드 (7,000원), 순살치킨 가라아게 (18,000원), 버터문어 다리구이 (18,000원), 부산집 불 떡볶이 (18,000원), 모둠 새우튀김 (18,000원), 츄러스 먹태구이 (16,500원), 닭연골 튀김 (13,000원), 타코와사비 (10,000원), 모듬 고로케 (10,000원), 치즈 곶감말이 (10,000원), 황도 (8,000원), 보리된장 (5,000원), 스지 (13,000원), 우동 (7,000원), 부산집 해물라면 (6,000원)","영업시간 월~토 17:00 ~ 2:00, 일 18:00 ~ 1:00","맛있는,다양한,따뜻한,친절한,데이트하기좋은,안주,사케,하이볼,소고기타다끼,오뎅탕,소주,단골,술한잔,단체모임"
진심갈비,갈비,4.6,95,"""서울 구로구 경서로 11 1층 104, 105, 107호 (지번) 개봉동 153-123""",37.49856176,126.8565026,02-2689-9992,"수제돼지갈비 (270g) (16,000원), 소갈비살 (150g) (19,000원), 이베리코꽃목살 (150g) (18,000원), 한돈삼겹살 (180g) (16,000원), 한우육회 (200g) (25,000원)",영업시간 매일 11:10 ~ 21:50,"맛있는,깔끔한,친절한,수제돼지갈비,갈비탕,신선한,가성비,보약,동네맛집,외식,가족과함께"
박가네보리밥손칼국수,한식,4.6,77,"""서울 구로구 구로동로22길 23 1층 (지번) 구로동 734-19""",37.48956094,126.885796,0507-1379-1682,"바지락수제비 (8,000원), 보리비빔밥 (7,000원), 바지락칼국수 (8,000원), 손칼국수 (6,000원), 칼만두국 (8,000원), 콩나물비빔밥 (8,000원)","""화, 수, 목, 금, 토, 일 10:00 ~ 19:00 월 정기휴무""","쫄깃한,가성비좋은,맛있는,친절한,깔끔한,바지락칼국수,수제비,보리비빔밥,겉절이,만두,단골,혼자갈만한,점심식사,동네맛집,혼밥러,가성비"
중화백반,중국요리,4.5,94,"""서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하1층 104호 (지번) 구로동 811""",37.48428564,126.8992821,0507-1373-5724,"황비홍깐풍가지 (29,000원), 갈릭빈새우 (35,000원), 오색양장피 (38,000원), 해물짬뽕탕 (25,000원), 황태백짬뽕탕 (27,000원), 해물누룽지탕 (35,000원), 소고기숙주볶음 (22,000원), 유림군만두 (12,000원), 깐풍군만두 (12,000원), 파파군만두 (12,000원), 중화술국 (12,000원), 건두부무침 (12,000원)",영업시간 월~금 11:00 ~ 24:00 · 휴게시간 월~금 15:00 ~ 17:30,"바삭한,매콤한,다양한,깔끔한,맛있는,팔보채,깐풍기,고량주,오징어,튀김,단체모임,추억,태블릿,혼자갈만한,점심식사"
푸짐한닭한마리,닭요리,4.6,85,"""서울 구로구 디지털로32나길 19 (지번) 구로동 1124-84""",37.48409506,126.9004321,02-852-5581,"닭한마리 (15,000원), 닭도리탕 （닭볶음탕） (29,000원), 삼계탕 (16,000원), 칼국수사리 (2,000원), 만두사리 (3,000원), 떡사리 (1,000원), 감자사리 （조리） (2,000원), 공기밥 (1,000원), 콜라 （펩시, 뚱캔:355mL） (2,000원), 사이다 （칠성, 뚱캔:355mL） (2,000원)",영업시간 월~금 11:00 ~ 23:00 · 휴게시간 월~금 14:30 ~ 16:30,"핫한,건강하게,넓은,칼국수,평일저녁,접근성,건강식,보약"
예커피,카페,4.7,69,"""서울 구로구 고척로21나길 63 1층 (지번) 개봉동 56-10""",37.50195436,126.8423343,0502-5551-8253,"[40시간의 기다림]카이막 (11,500원), 오디산딸기머루차 (7,500원), 시루떡을 닮은 티라미수 (9,500원), 쑥인절미와플 (15,500원), 자몽오미자차 (7,800원), 피스타치오카이막빙수 (23,500원), 저온숙성라떼 (5,800원)","""수, 목, 금, 토, 일 11:00 ~ 20:00 (라스트오더 19:30) 월 정기휴무""","달달한,맛있는,친절한,따뜻한,편안함,카이막,쑥인절미,치아바타,티라미수,디저트,브런치,단골"
비포어커피로스터스,카페,4.9,94,"""서울 구로구 디지털로31길 62 아티스포럼 1층 104호 (지번) 구로동 197-11""",37.48631557,126.8924847,010-7197-7021,"아메리카노 (4,500원), 에스프레소 (4,500원), 플랫화이트 (4,800원), 카페라떼 (4,800원), 카푸치노 (4,800원), 바닐라라떼 (5,300원), 딸기라떼 (5,800원), 딸기에이드 (5,800원), 자몽에이드 (5,800원), 말차라떼 (5,900원), 초콜릿라떼 (5,300원), 레몬티 (5,300원), 밀크티 (5,600원), 세이지 허브티 (5,500원), 카모마일 허브티 (5,500원), 라벤더플라워 허브티 (5,500원)",영업시간 매일 07:30 ~ 22:00,"다양한,맛있는,귀여운,예쁜,친절한,디저트,아이스크림,크로플,드립백,아메리카노,사진찍기좋은,선물용,단골"
카페 라임라빋,카페,5,70,"""서울 구로구 공원로6나길 29-3 1,2층 (지번) 구로동 30-29""",37.50432142,126.8912653,02-585-6090,"가토 쇼콜라 케이크 (7,300원), 리얼 말차 케이크 (7,300원), 딸기 생크림 케이크 (7,300원), 아메리카노 (4,000원), 카페라떼 (4,800원), 바닐라라떼 (5,300원), 모카라떼 (5,300원), 카라멜마끼야토 (5,300원), 아인슈페너 (6,000원), 크림라떼 (6,500원), 초코라떼 (5,500원), 말차라떼 (6,000원), 수제 레몬에이드 (6,000원), 수제 자몽에이드 (6,000원), 청포도에이드 (5,500원), 패션후르츠에이드 (5,500원), 초코스무디 (6,500원), 망고스무디 (6,500원), 요거트스무디 (6,000원)",영업시간 월~금 11:00 ~ 23:00,"맛있는,분위기좋은,편안함,예쁜,조용한분위기,디저트,화분,감성카페,케이크,디카페인,티타임,스터디카페,노트북,사진찍기좋은,넓은공간"
양은이네 신도림본점,한식,4.7,72,"""서울 구로구 공원로8길 33 1-2층 (지번) 구로동 40-8""",37.503663,126.891087,02-2678-4343,"양은이네세트 (48,000원), 얼큰동태탕 (소) (24,000원), 오징어보쌈 (중) (38,000원), 보쌈 (중) (35,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 월~금 14:30 ~ 16:30,"가성비좋은,신선한,친절한,얼큰한,깔끔한,동태탕,오징어보쌈,냉면,세트메뉴,단골집,든든한식사,저녁식사,술한잔,단체모임"
물고기자리 구로디지털점,회,5,53,"""서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하1층 B140호 (지번) 구로동 811""",37.48428564,126.8992821,02-838-6333,"모둠숙성회 리필코스 (1인) (40,000원), 모듬숙성회 리필코스 (10세이하) (18,000원), 모둠숙성회 단품 (60,000원)",영업시간 월~토 16:00 ~ 23:00,"가성비좋은,친절한,다양한,신선한,맛있는,숙성회,활어회,오마카세,코스요리,연어,단골,무한리필,단체모임"
주막해물촌,"해물,생선",4.9,83,"""서울 양천구 목동중앙서로1길 16 케이빌딩 1층 (지번) 목동 791-3""",37.53325,126.8645,02-2643-2295,"물회 (15,000원), 아구찜(소) (40,000원), 해물찜(소) (45,000원), 소라 (30,000원), 백골뱅이탕(중) (35,000원)",매일 11:30 ~ 23:00,"오래된,신선한,매콤한,다양한,편하게,오징어,아구찜,볶음밥,해물찜,점심식사,외식,든든한식사,동네맛집,단골집"
대복,복어,4.6,60,"""서울 양천구 오목로 276 2층 (지번) 목동 408-114""",37.52535,126.8679,02-2643-9595,"복불고기정식 (23,000원), 복샤브칼국수 (25,000원), 복찜정식 (23,000원), 복튀김정식 (23,000원), 추가튀김 6개 (25,000원)",월~토 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00,"개운한,초밥,복어,지리탕,코스요리,복불고기,싱싱한,코스요리,어버이날"
한마음정육식당 목동직영점,"육류,고기",4.7,113,"""서울 양천구 신목로 48 (지번) 신정동 296-69""",37.51965,126.8735,02-6014-2929,"돼지반마리(500g) (36,000원), 소반마리(300g) (38,000원), 생삼겹(180g) (17,000원), 오겹살(180g) (14,000원), 갈비살(150g) (19,000원), 소한마리(600g) (71,000원), 토시살(150g) (17,000원), 부채살(150g) (18,000원), 우삼겹(160g) (13,000원), 진갈비살(150g) (30,000원), 육회(160g) (14,000원), 돼지한마리(1kg) (67,000원), 생삼겹살(180g) (14,000원), 항정살(180g) (14,500원), 생목살(180g) (13,000원), 돼지껍데기(180g) (7,500원), 공기밥 (1,000원)",매일 11:20 ~ 23:00,"맛있는,신선한,친절한,깔끔한,가성비좋은,항정살,생삼겹살,소한마리,갈비살,오겹살,단체모임,동네맛집,무한리필,외식,단골집"
파티세리소나,"제과,베이커리",4.7,261,"""서울 양천구 목동중앙북로5길 34 1층 (지번) 목동 603-21""",37.54971,126.8663,02-2606-4454,"크로와상 (0원), 앙버터 (가격정보 없음), 브라우니 (가격정보 없음), 버터 프레첼 (0원), 치즈 치아바타 (0원), 우유식빵 (소) (0원), 모닝빵 (0원), 소금빵 (가격정보 없음), 아메리카노 (가격정보 없음), 카페라떼 (가격정보 없음), 수제바닐라라떼 (가격정보 없음), 연유라떼 (가격정보 없음), 모카라떼 (가격정보 없음), 바닐라라떼 (가격정보 없음), 크림라떼 (가격정보 없음), 바닐라라페 (가격정보 없음), 콜드브루 (가격정보 없음), 몽블랑 (가격정보 없음), 쿠키 (가격정보 없음), 딸기라떼 (가격정보 없음), 말차라떼 (가격정보 없음), 수제밀크티 (가격정보 없음), 초콜릿라떼 (가격정보 없음), 초코라떼 (가격정보 없음), 밀크티 (가격정보 없음), 유자차 (가격정보 없음), 허니레몬티 (가격정보 없음), 레몬생강차 (가격정보 없음), 레모네이드 (가격정보 없음), 유자에이드 (가격정보 없음), 에그타르트 (가격정보 없음), 피칸타르트 (가격정보 없음), 라테 (가격정보 없음), 라떼 (가격정보 없음), 라라떼 (가격정보 없음), 요거트스무디 (가격정보 없음), 오렌지주스 (가격정보 없음), 감자스프 (가격정보 없음), 복숭아에이드 (가격정보 없음)","월,목,금,토,일 09:00 ~ 21:00","작은공간,예쁜,바삭한,다양한,맛있는,에그타르트,케이크,감자스프,타르트,필링,힐링,식사대용,브런치,선물용,답례품"
커피별녹색잔,커피전문점,4.6,185,"""서울 양천구 목동로21길 26 (지번) 신정동 988-14""",37.52528,126.8608,02-2696-3337,"에스프레소 (4,000원), 아메리카노 (4,000원), 카푸치노 (4,500원), 카페라떼 (4,500원), 카페모카 (5,500원), 더치 과테말라 (5,000원), 자몽에이드 (5,500원), 딸기스무디 (6,000원), 플레인 와플 (9,000원), 아이스크림 와플 (14,000원), 우유팥빙수 (11,500원), 녹차라떼빙수 (12,500원), 과일빙수 (12,500원), 바닐라라떼 (5,000원), 카라멜라떼 (5,000원), 아포카토 (5,500원), 더치 예가체프 (5,000원), 더치 캐냐 (5,500원), 더치라떼 (5,500원), 고구마라떼 (5,000원), 아몬드비엔나커피 (6,000원), 초코소금쿠키 (4,000원)","""화, 수, 목, 금, 토, 일 11:00 ~ 22:30 (라스트오더 22:00) 월 정기휴무""","아늑한,소박하지만,맛있는,편안함,예쁜,카페,티라미수,아이스크림와플,과일,딸기스무디,나들이,신선한,넓은공간,선물용,접근성"
우곳간,"육류,고기",4.9,54,"""서울 양천구 목동로15길 8 삼천리아파트 101동 상가 1층 3호 (지번) 신정동 997-6""",37.5242,126.8637,070-7778-3113,"뭉티기(100g) (20,000원), 육사시미(180g) (28,000원), 뭉티기+육회세트(중) (45,000원), 육회(180g) (26,000원), 성게알(40g) (20,000원), 제비추리야채구이 (26,000원), 육전 (24,000원), 한우버섯전골 (24,000원), 뭉티기비빔밥 (12,000원), 한우라면 (8,000원)",매일 17:00 ~ 02:00,"맛있는,다양한,쫄깃한,신선한,친절한,뭉티기,육회,생고기,전통주,와인,술한잔,단체모임,카메라"
커피집 이공,카페,4.7,129,"""서울 양천구 오목로 204 2층 (지번) 신정동 987-7""",37.52539,126.8601,0507-1377-8910,"핸드드립 (7,000원), 딸기라떼 (6,500원), 초코라떼 (6,000원), 녹차라떼 (6,000원), 밀크티 (6,500원), 애플베리에이드 (6,500원), 토마토바질에이드 (6,500원), 하동세작 (8,500원), 곤륜설국차 (7,000원), 카페라떼 (5,000원), 바닐라라떼 (5,500원), 케냐 기티루 마이크로랏 워시드 AA (6,500원), 에티오피아 리무 볼렌소 / 브라질 과젠다 몬테 알토 (6,000원), 마크블렌드(콜롬비아&에티오피아) (5,000원)","월,화,수,금,토,일 12:00 ~ 22:00","다양한,편안함,따뜻한,조용한분위기,맛있는,핸드드립커피,빅토리아케이크,치즈케이크,위스키,디저트,단골,접근성,카메라,넓은공간"
홍봉자치즈굴림만두,분식,4.9,116,"""서울 양천구 신정중앙로 72 1층 (지번) 신정동 905-18""",37.52666,126.8597,02-2643-2335,"모듬만두국 (9,000원), 치즈굴림만두 (8,000원), 샤브만두전골 (15,000원), 고기굴림만두 (7,000원), 김치굴림만두 (8,000원), 땡초굴리만두 (8,000원)",월~토 11:00 ~ 22:00 · 휴게시간 월~토 16:00 ~ 17:00,"매콤한,신선한,친절한,맛있는,가성비좋은,만두전골,만두샤브,김치만두,방송출연,만두칼국수,선물용,동네맛집,캠핑,접근성,단골집"
