이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,한줄평
피기 남영본점,"육류,고기",5,136,"서울 용산구 한강대로84길 12 미성회관 1,2층
(지번) 남영동 60-3",37.54353529,126.9732568,02-2088-8467,"피카츠 Pig katsu (12,000원), 김치찌개 샤브샤브 Kimchi Stew Shabu Shabu (13,000원), 김치찌개 샤브샤브 - 롤삼겹 추가 (3,000원), 삼겹살 런치 스페셜 Pork Belly Special (15,500원), 와규 등심 런치 스페셜 Wagyu Chuck Cube Roll Special (23,000원), 돼지고기 - 피기 스페셜 PIGYI Special (18,500원), 돼지고기 - VIP 스페셜 VIP Special (22,500원), 와규소고기 - 시그니처 스페셜 WAGYU BEEF SPECIAL (32,000원), 와규소고기 - 쉐프 스페셜(한정판매) Chef Special (Limited Order) (39,000원), 육회-Beef Tartare (240g) (25,000원), 와규 육회비빔밥 Wagyu Beef Tartare Bibimbap (11,000원), 와규 육회냉면 Wagyu Beef Tartare Cold Noodle (11,000원), 에피타이저 리필 - 유자카르파쵸 (2pc) (1,000원), 에피타이저 리필 - 소고기초밥(2pc) (2,000원), 숙성 돼지고기 단품 - 삼겹살 Portk Belly (150g) (14,000원), 숙성 돼지고기 단품 - 목살 Pork Collar (150g) (14,000원), 숙성 돼지고기 단품 - 항정살 Pork Cheek (150g) (17,000원), 숙성 와규소고기 단품 - 갈비살 Rib Finger (150g) (25,000원), 우설 Tongue (150g) (35,000원)",영업시간 매일 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 16:00,
서서갈비 남영점,갈비,4.1,29,"서울 용산구 한강대로77길 8 1층
(지번) 갈월동 92-4",37.54219831,126.9721418,02-703-1170,"(양념)서서갈비(150g) (18,000원), (생)꽃살(150g) (28,000원), (생)갈비살(150g) (22,000원), (생)삼겹살(180g) (18,000원), (양념)꽃살 (28,000원), (양념) 갈비살 (22,000원), (물,비빔)냉면 (8,000원), 계란찜 (7,000원)",매일 10:00 ~ 05:00,
골목집,실내포장마차,4.4,180,"서울 용산구 이촌로75길 16-5 1층 108호
(지번) 이촌동 301-153",37.52072432,126.9746751,02-792-9846,"소고기육전 (25,000원), 삼겹더덕삼합 (25,000원), 계란말이 (15,000원), 더덕구이 (15,000원), 도토리묵 (25,000원), 편육 (15,000원), 두부부침 (15,000원), 육전 (25,000원)",매일 13:00 ~ 22:30,
매니멀 스모크하우스,양식,3.8,51,"서울 용산구 녹사평대로40길 47 2층
(지번) 이태원동 455-33",37.53453604,126.9884627,02-790-6788,"2 MEAT PLATTER (47,900원), 3 MEAT PLATTER (58,900원), RIB PLATER (79,900원), MANIMAL PLATTER (139,900원), PIT MASTER PLATTER (16,900원)",월요일,
Cafe TRVR,카페,3.9,27,"서울 용산구 회나무로44가길 45 1층
(지번) 이태원동 207-32",37.53829351,126.9935327,02-6927-7728,메뉴 없음,영업시간 매일 07:45 ~ 18:30,
gml seoul,카페,3.8,66,"서울 용산구 한남대로27가길 22 3층
(지번) 한남동 729-15",37.5377362,127.0028375,02-792-2024,원두 (변동가격),영업시간 매일 09:00 ~ 22:00,
로우파이테이블,이탈리안,4,136,"서울 용산구 후암로 20-1
(지번) 후암동 244-67",37.54773938,126.9782536,02-318-8051,"뇨끼 (18,000원), 해산물 스튜 (25,000원), 엔춉비 감바스 (22,000원), 라자냐 (20,000원), 포르치니 버섯 파스타 (25,000원)",월요일,
uphill namsan,양식,4.7,90,"서울 용산구 회나무로42길 36 2층
(지번) 이태원동 5-27",37.54007672,126.9942981,070-4184-2000,"트러플 치즈 파스타 (29,000원), 채끝 스테이크 (71,000원), 그릴드 샐러드 (19,000원), 코울슬로와 미니 핫도그 (17,000원), 치즈 모음 (28,000원), 팟 카프라오 파스타 (25,000원), 어필 스테이크 (42,000원), 시저 샐러드 (18,000원), 리코타 치즈와 크래커 (9,000원), 러시안 브레드 (11,000원), 무라베이니크와 아이스크림 (12,000원), 팟 카프라오 라이스 (25,000원), 아이스크림과 팝콘 (12,000원), 바질 페스토 파스타 (27,000원), 루꼴라 햄 파스타 (22,000원), 쉬림프 레몬 파스타 (22,000원), 감자 사라다와 모닝빵 (12,000원)",월~금 15:00 ~ 22:30,
마라,중식,3.4,22,"서울 용산구 이태원로 243 4층
(지번) 한남동 738-23",37.53680271,127.0000156,02-794-5559,"마라샹궈 (39,000원), 꿔바로우 (25,000원), 라즈지 (22,000원), 꿍바오지딩 (22,000원), 샹라따샤 (28,000원), 훠궈 1인분 (28,000원), 마라탕 （비조리） (30,000원), 찰가합 (22,000원), 띠샨시엔 (18,000원), 마파두우푸 (15,000원), 비단두우푸 (10,000원), 오이양장피 (15,000원), 해삼전가복 (46,000원), 새우청경채볶음 (22,000원), 시홍슬 챠우 지단 (15,000원), 삼품냉채 (28,000원), 위샹로스 (20,000원), 크림새우（8p） (35,000원), 깐쇼새우（8p） (35,000원), 청경채볶음 (18,000원), 친차이무얼（셀러리와목이버섯볶음） (16,000원), 바이차이무얼（배추와목이버섯볶음） (16,000원), 옥수수튀김（스위츠콘튀김） (16,000원), 탕추위단（동태포를바삭하게튀겨서새콤달콤한소스로맛을낸요리） (22,000원), 마라쉐위（동태를 튀겨서 마라소스로 만든 얼얼한요리） (18,000원), 칭죠뤄딴（삼겹살을튀겨서파프리카에 볶은요리） (28,000원), 충보양뤄（대파와 샤브양고기로 볶은요리） (28,000원), 썽초뉴뤄우（양파와 차돌로 볶은요리） (28,000원), 쏸차이펀（고구마 당면과 중국식백김치를 곁으러볶은요리） (16,000원), 건두부 볶음（건두부와 삼겹살을 곁드러볶은요리） (16,000원)",매일 11:30 ~ 23:00 · 휴게시간 매일 15:00 ~ 17:00,
베르시,카페,4.8,97,"서울 용산구 만리재로 172-1 1층
(지번) 서계동 236-12",37.55381622,126.965579,0503-7150-2093,"트리플 토마토 부라타 오픈 샌드위치 (12,000원), 아보카도 에그 샌드위치 (12,000원), 아보카도 스위트 잠봉 오픈 샌드위치 (13,500원), 스칸딕 연어 그라브락스 오픈 샌드위치 (13,500원)","월,화요일",
몽크스부처 이태원,양식,3.7,180,"서울 용산구 이태원로 228-1 3-4층
(지번) 한남동 683-126",37.53544553,126.999225,02-790-1108,"오렌지두부치킨강정 (18,000원), 아보카도 김페스토 소바 (23,000원), 잣크림토마토링귀니 (18,000원), 버섯부르기뇽부르스케타 (23,000원), 망고와사비양상추샐러드 (14,000원), 그릴드야채&팔라펠&차지키 (18,000원), 블랙레몬파스타 (17,000원)",매일 11:00 ~ 23:00,
더함,한정식,3.2,201,"서울 용산구 청파로47길 52 명신플라자 2층
(지번) 청파동2가 71-88",37.54497251,126.9676467,02-707-3692,"전통육개장 (11,000원), 새우장정식 (12,000원), 해물순두부 (11,000원), 떡정식 (12,000원), 전복장비빔밥 (11,000원), 맥정식 (12,000원), 떡갈비 (한접시) (5p) (21,000원), 전복장 (5마리) (40,000원), 고추장맥적 (24,000원), 차돌편채 (26,000원), 간장새우장 (5마리) (10,000원), 더함한방수육 (22,000원), 더함 샐러드 (7,000원)",영업시간 매일 11:30 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00,
광천옥,순대,4.3,261,"서울 용산구 한강대로40길 15 1-3층
(지번) 한강로2가 122-6",37.5303392,126.9700965,,"고기국밥 (12,000원), 순대국밥 (11,000원), 섞어국밥 (11,000원), 무제육비빔밥 (12,500원), 술국(22시이후) (22,000원), 냉제육 (14,000원), 녹두전 (12,000원), 접시순대 (9,000원), 돈복쟁반 (49,500원), 도래창곱창전골 (48,000원), 간장도래창볶음 (22,000원), 고추장도래창볶음 (22,000원), 순대볶음 (28,000원), 편육무침 (25,000원)",매일 11:00 ~ 01:00 · 휴게시간 매일 15:00 ~ 17:00,
털보네꼼장어닭발,장어,3.2,144,"서울 용산구 대사관로 63 1층
(지번) 한남동 657-106",37.53346556,127.0052757,02-749-2088,"닭목살 (15,000원), 돼지꼬랑지 (14,000원), 꼼장어 양념구이 (15,000원), 꼼장어 소금구이 (15,000원), 뼈없는 닭발 (15,000원), 돼지불꼬랑지 (15,000원), 돼지막창 (15,000원), 돼지껍데기 (7,000원), 쭈꾸미숯불구이 (15,000원), 소갈비살 (14,000원), 소막창 (15,000원), 새우구이 (14,000원), 오뎅탕(우동) (18,000원), 주먹밥 (4,000원), 잔치국수 (5,000원), 계란찜 (2,000원)",매일 16:00 ~ 02:00,
해방촌해운대,술집,3.7,38,"서울 용산구 신흥로2길 31 1층 101호
(지번) 용산동2가 45-10",37.54130883,126.9872,,"꽃게 로제 파스타 (18,000원), 전복 리조또 (19,000원), 참치 타다끼 (25,000원), 크림 도미 스테이크 (23,000원), 홍합 토마토 스튜 와 수제비 (23,000원)",월~금 12:00 ~ 24:00,
후렌드치킨,치킨,4,18,"서울 용산구 녹사평대로40나길 1 1층
(지번) 이태원동 455-45",37.53459708,126.9879826,02-796-4642,"후라이드(한마리) (14,000원), 양념치킨(한마리) (15,000원), 반.반치킨 (15,000원), 닭다리4개 (16,000원), 날개4개 (14,000원)",월요일,
바이두부,샐러드,4.6,215,"서울 용산구 소월로20길 10 2층
(지번) 용산동2가 1-467",37.54607478,126.9851982,070-4035-6004,"아메리카노 (4,500원), 카페라떼 (5,000원), 바닐라라떼 (5,300원), 허브티 (4,500원), 브로콜리두부강정 (12,000원), 타코샐러드 (14,500원), BTS (13,500원), 에그레스샌드위치 (11,000원), 바두반미 (13,000원), 하우스와인 (6,000원), 바이두부랩 (13,000원), V.C.L.T랩 (13,000원), 에그래스샐러드 (7,000원), 바이두부후무스 (5,000원), 쌀르뱅쿠키 (4,500원)","영업시간 월,목,금 09:00 ~ 19:30 · 휴게시간 월,목,금 15:00 ~ 17:00",
엔그릴,양식,4.1,265,"서울 용산구 남산공원길 105 N서울타워 7층
(지번) 용산동2가 1-11",37.55112257,126.9878678,02-3455-9297,메뉴 없음,영업시간 매일 12:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00,
한남작업실,카페,3.4,318,"서울 용산구 이태원로55나길 7 1층
(지번) 한남동 745-2",37.53652727,126.9987309,02-792-5620,"아메리카노 (7,000원), 카페라떼 (7,500원), 애플시나몬 (7,000원), 오미베리 (7,000원), 게이샤 블라썸 (7,000원), 카페라테 (7,500원), 말차크림라떼 (9,000원), 밀크티 (9,000원), 복숭아 에이드 (9,000원), 샤인머스켓 주스 (10,000원), 청글 티/에이드 (9,000원), 애플 시나몬티 (9,000원)",영업시간 매일 11:00 ~ 22:00,
레에스티우,양식,4.1,224,"서울 용산구 대사관로20길 5 1,2층
(지번) 한남동 644-19",37.5331398,127.0038095,02-722-2127,"하몬이베리코베요타 (50,000원), 임페리얼 하몬이베리코베요타 (170,000원), 안단테와알레그레토 치즈와조청 (32,000원), 올리브 (6,500원)",월요일,
이태원 걸구네,"곱창,막창",3.7,16,"서울 용산구 이태원로26길 6
(지번) 이태원동 128-12",37.53409004,126.9930329,02-795-3992,"삼겹살 (16,000원), 막창 (15,000원), 등갈비 (22,000원), 닭발 (19,000원), 껍데기 (9,000원), 철판쭈꾸미 (19,000원), 공기밥 (1,000원), 콜라 (2,000원), 사이다 (2,000원)",월~목 15:30 ~ 01:00,
피자오,피자,4.1,123,"서울 용산구 신흥로 15-1
(지번) 용산동2가 5-76",37.54002923,126.986477,02-796-9990,메뉴 없음,매일 11:20 ~ 02:00,
상록수,"육류,고기",3.8,551,"서울 용산구 청파로51길 4 1층
(지번) 청파동2가 99-2",37.54578943,126.9699911,02-704-8892,"황지살(150g) (19,000원), 오도독갈비(160g) (13,000원), 양념꼼장어 (12,000원), 후추뽈살(160g) (13,000원), 뽕삼겹(160g) (15,000원), 주사위목살(180g) (14,000원), 김치찌개(1~2인분) (7,000원), 오이지냉국수 (5,000원), 비빔수제비 (5,000원), 포차무뼈닭발 (12,000원)",매일 15:00 ~ 24:00,
밥한끼,"돈까스,우동",4.1,54,"서울 용산구 독서당로 65-3 1층
(지번) 한남동 72-17",37.53396808,127.0079168,02-749-5999,"등심돈까스 (10,000원), 김치돈까스우동 (10,000원), 돈까스덮밥 (9,000원), 김치치즈돈까스덮밥 (10,000원), 토마토치즈제육덮밥 (10,500원)",영업시간 월~금 11:30 ~ 21:00 · 휴게시간 월~금 15:30 ~ 16:30,
핸드앤몰트 브루랩 용산,술집,4.1,138,"서울 용산구 한강대로38가길 19 1층
(지번) 한강로2가 149",37.52989072,126.9706321,070-7178-4011,"4캔 이만원 세트 (20,000원), 모둠안주 (2~3인) (39,900원), 모둠안주 (4~5인) (59,900원), 닭목살 소금구이 (19,900원), 도끼갈비 바베큐 (24,900원), 고추장 라구 떡볶이 (16,900원), 누룽지 치즈 감자전 (17,900원), 까망 피쉬앤칩스 (16,900원)","월,화 17:00 ~ 23:00",
푸에고,양식,3.8,40,"서울 용산구 유엔빌리지길 14 2층
(지번) 한남동 274-13",37.53397235,127.0098302,02-797-3454,"SHELL FISH (15,000원), IBERICO PORK (30,000원), WAGYU (49,000원), FISH (33,000원), LAMB (45,000원)",월~토 18:00 ~ 24:00,
동강,중국요리,4.1,29,"서울 용산구 이촌로 182 1층 113~114호
(지번) 이촌동 302-68",37.52122971,126.9673742,02-794-1033,"탕밥 (16,000원), 유산슬밥 (14,000원), 잡채밥 (12,000원), 마파두부밥 (10,000원), 새우볶음밥 (10,000원), 게살볶음밥 (12,000원), 물만두 (6,000원), 꽃빵 (4,000원), 사천탕면 (15,000원), 소고기짜장면 (9,000원), 삼선짬봉 (12,000원), 삼선우동 (12,000원), 볶음짬뽕 (12,000원), 볶음면 (12,000원), 울면 (12,000원), 기스면 (8,000원), 냉면 (13,000원), 쟁반짜장면 (20,000원), 탕수육(소) (22,000원), 유린기(소) (25,000원), 라조기(소) (24,000원), 라조육(소) (24,000원), 깐풍기(소) (24,000원), 깐풍육(소) (24,000원), 고추잡채(소) (25,000원), 간소중새우(소) (33,000원), 깐풍줌새우(소) (33,000원), 크림새우(소) (33,000원), 블루베리크림새우(소) (33,000원), 짬뽕밥 (12,000원)",월요일,
연탄불,"육류,고기",3.6,22,"서울 용산구 후암로 91-6
(지번) 동자동 9",37.55314359,126.9751297,02-749-6970,메뉴 없음,영업시간 월~금 17:00 ~ 22:00,
쿠촐로서울,이탈리안,3.7,488,"서울 용산구 한강대로 100 아모레퍼시픽빌딩 2층 203-1호
(지번) 한강로2가 424",37.52879118,126.9686736,010-5232-9851,"레몬 파스타 (27,000원), 화이트 라구 (29,000원), 쿠촐로서울 피쉬 앤 칩스 (31,000원), 버터치킨 '소스탄자 스타일' (35,000원), 클래식 봉골레 (28,000원), 페스티발 포르게따 (43,000원)","영업시간 매일 11:30 ~ 22:00 · 휴게시간 월,화,수,목,일 14:30 ~ 17:30",
참원조대구탕,"매운탕,해물탕",3.8,20,"서울 용산구 한강대로62길 3 1층
(지번) 한강로1가 146",37.53471852,126.9739209,02-797-3555,"대구얼큰탕 (14,000원), 대구맑은탕 (14,000원), 아귀찜(소) (35,000원), 대구튀김 (18,000원), 대구뽈찜(소) (35,000원)","영업시간 월,수,목,금,토 10:30 ~ 22:00",
저스틴스테이크,"스테이크,립",4.1,246,"서울 용산구 이태원로26길 18 1,2층
(지번) 이태원동 129-5",37.5335691,126.9933985,02-790-8783,"한우1＋ 채끝등심 스테이크 180g (58,000원), 한우 허니 갈릭 크림 리조또 (25,000원), 매콤한 쉬림프 로제 파스타 (18,000원), 스파이시 까르보나라 파스타 (18,000원), 모듬 해산물 오일 파스타 (22,000원), 패밀리 파티 SET （4~5인） (229,000원), 커플 파티 A SET （ 2~3인） (116,000원), 커플 파티 B SET （2~3인） (95,000원), 오차드티프 애플 사이다 (8,000원), 코로나 (8,000원), 스텔라 (8,000원), 호가든 로제 (8,000원), 에딩거 둔켈 (10,000원), 미니엠 (10,000원), Conchay Toro Cavbernet sauvignon (34,000원), Caricature (79,000원), Pierre Lurton (81,000원), Lindemans Chardonnay (40,000원), Concha y Toro Chardonnay (34,000원), Santa Cristina Bianco (62,000원), Kendall Jackson (110,000원), Prunotto Moscato d'Asti (52,000원), Santero Pinot Spumante (54,000원), Fetzer Merlot (44,000원), Flor De Vetus Verdejo (44,000원), Trimbach Riesling (109,000원), SEXUAL CHOCOLATE (99,800원), Whalebone Bay Pinot Noir (64,000원), Prunotto Barbaresco (120,000원), Alpaca Syrah (22,000원)",매일 12:00 ~ 22:30 · 휴게시간 매일 15:30 ~ 16:30,
땅끝마을,국밥,3.5,17,"서울 용산구 원효로41길 18 1층
(지번) 원효로3가 40-1",37.53446691,126.9586158,02-715-7403,"매생이굴국밥 (9,000원), 매생이떡국 (9,000원), 매생이떡만두국 (9,000원), 매생이만두국 (9,000원), 새싹낙지비빔밥 (9,000원), 청비(청국장비빔밥) (9,000원), 해닭(해물닭볶음) (9,000원), 황태구이 (9,000원), 제육 (9,000원), 순두부 (8,000원), 청국장 (8,000원), 아구찜(대) (48,000원), 아구찜(중) (38,000원), 아구탕(대) (45,000원), 아구탕(중) (35,000원), 해물황태찜(대) (40,000원), 해물황태찜(중) (35,000원), 낙지볶음(2인이상) (11,000원), 굴전 (18,000원), 매생이탕 (9,000원)",영업시간 월~금 11:00 ~ 21:00,
후암쌀국수,베트남음식,4.7,73,"서울 용산구 두텁바위로1길 103 1층
(지번) 후암동 139-5",37.54849028,126.9759273,,"소고기쌀국수 (9,500원), 매운 쌀국수 (9,500원), 소고기 볶음면 (9,000원), 수제짜조(3조각) (2,500원), 해물짜조(4조각) (3,000원)",영업시간 월~금 09:00 ~ 20:00 · 휴게시간 월~금 15:00 ~ 17:00,
한남소관,중국요리,3.6,115,"서울 용산구 대사관로31길 20 지하 1층
(지번) 한남동 657-96",37.53413424,127.0060216,02-792-5796,"충칭식 닭날개 (24,000원), 비펑탕 소프트 크랩 (34,000원), 가리비찜 1pcs (8,000원), 마파두부 (16,000원), 마라샹궈 (27,000원), 새우 볶음밥 (11,000원), 탕수육 (18,000원), 돼지고기 볶음면 (11,000원), 치즈버거춘권 2pcs (10,000원), 레몬 크림 새우 (18,000원), 쯔란 양고기 볶음 (27,000원), 유린기 (19,000원), 게살 누룽지 스프 (23,000원), 갈릭새우찜 (21,000원), 시추안 바베큐 폭립 (25,000원), 닭가슴살 냉채 (18,000원), 토마토 계란탕 (18,000원), 마라탕 (20,000원), 토마토 계란 볶음 (15,000원), 새우 완탕면 (13,000원)",매일 17:00 ~ 24:00,
용산삼계탕,삼계탕,4.6,176,"서울 용산구 한강대로48길 20
(지번) 한강로2가 84-1",37.53128722,126.9715164,0502-5550-0181,"삼계탕 (17,000원), 한방삼계탕 (18,000원), 들깨삼계탕 (18,000원), 닭볶음탕 (39,000원), 인삼주 (7,000원)","영업시간 월,화,일 11:00 ~ 21:00",
갓잇 한남점,"멕시칸,브라질",4.3,179,"서울 용산구 대사관로 46-1 지하1층 1호
(지번) 한남동 653-6",37.53331327,127.003214,02-6052-9451,"B Set (39,000원), C Set (39,000원), FAMILY SET (72,000원), A set (37,000원), 갓보울 (18,000원), 갓 파이타 (23,000원), 갓 엔칠라다 (23,000원), 타코세트 (52,000원), 타코(1pc) (5,000원), 치킨보울 (9,000원), 포크보울 (9,000원), 비프보울 (10,000원), 콤보보울 (10,000원), 치킨브리또 (9,000원), 포크브리또 (9,000원), 비프브리또 (10,000원), 콤보브리또 (10,000원)",영업시간 매일 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 16:30,
브라이틀링 키친,이탈리안,4.7,25,"서울 용산구 녹사평대로 132 명보빌딩2 2층
(지번) 이태원동 34-158",37.53066584,126.9911755,,메뉴 없음,영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30,
